skill_1,skill_2,frequency
Data Warehouse,Snowflake,1
Kimball Methodology,sing,1
data warehouse,information structure,1
information structure,radiotherapy,1
information structure,sing,1
C#,Data Warehouse,1
C#,Databricks,1
C#,Git,1
C#,Java (computer programming),1
C#,Jenkins (tools for software configuration management),1
C#,Jira,1
CI/CD,create model,1
CI/CD,gather data,1
CI/CD,learning management systems,1
CI/CD,maintain moulds,1
CI/CD,model mineral deposits,1
CI/CD,perform dimensionality reduction,1
Bias-Variance Tradeoff,Scala,1
Bias-Variance Tradeoff,analyse pipeline database information,1
Bias-Variance Tradeoff,cloud technologies,1
Bias-Variance Tradeoff,computer programming,1
Data Pipeline Optimization,distributed computing,1
CI/CD,tools for ICT test automation,1
CI/CD,validation of learning acquired through volunteering,1
Data Governance,Data Pipeline Optimization,1
Data Governance,Explainable AI,1
Data Governance,Model Deployment,1
Data Governance,Performance Optimization,1
Data Governance,Scala,1
Data Governance,create model,1
Data Governance,distributed computing,1
Data Governance,gather data,1
Data Governance,maintain moulds,1
Bias-Variance Tradeoff,validation of learning acquired through volunteering,1
CI/CD,Data Pipeline Optimization,1
CI/CD,Explainable AI,1
CI/CD,Model Deployment,1
Explainable AI,analyse pipeline database information,1
Data Governance,model mineral deposits,1
Data Governance,perform dimensionality reduction,1
Data Governance,tools for ICT test automation,1
Data Governance,validation of learning acquired through volunteering,1
Data Pipeline Optimization,Explainable AI,1
Data Pipeline Optimization,ICT project management methodologies,1
Data Pipeline Optimization,Jenkins (tools for software configuration management),1
Data Pipeline Optimization,Model Deployment,1
Data Pipeline Optimization,Performance Optimization,1
Data Pipeline Optimization,Scala,1
Data Pipeline Optimization,analyse pipeline database information,1
Data Pipeline Optimization,cloud technologies,1
Data Pipeline Optimization,computer programming,1
Data Pipeline Optimization,create model,1
Data Pipeline Optimization,data engineering,1
ICT project management methodologies,Jenkins (tools for software configuration management),1
Data Pipeline Optimization,gather data,1
Data Pipeline Optimization,learning management systems,1
Data Pipeline Optimization,machine learning,1
Data Pipeline Optimization,maintain moulds,1
Data Pipeline Optimization,model mineral deposits,1
Data Pipeline Optimization,natural gas,1
Data Pipeline Optimization,perform dimensionality reduction,1
Data Pipeline Optimization,reverse engineering,1
Data Pipeline Optimization,tools for ICT test automation,1
Data Pipeline Optimization,validation of learning acquired through volunteering,1
Explainable AI,ICT project management methodologies,1
Explainable AI,Jenkins (tools for software configuration management),1
Explainable AI,Model Deployment,1
Explainable AI,Performance Optimization,1
Explainable AI,Scala,1
Jenkins (tools for software configuration management),Scala,1
Explainable AI,cloud technologies,1
